id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9473338,A Cole Valley cubby,49098311,Jill,,Haight Ashbury,37.76721709777691,-122.45010839588527,Private room,65,1,119,2018-01-02,5.02,1,190
17233693,Spacious Entire Top Floor in Haight Ashbury,34985576,Cristina,,Haight Ashbury,37.769771960680025,-122.4506117328883,Entire home/apt,210,1,10,2017-07-15,0.91,1,7
13516315,SF Elegant Vacation Rental 2 beds/2 baths,34702719,Nathalie,,Haight Ashbury,37.76645577084764,-122.45175280566333,Entire home/apt,350,3,11,2017-12-08,3.11,1,0
7562249,1BR Modern Oasis in NOPA Victorian,33592967,Katherine,,Haight Ashbury,37.776502548006086,-122.43945866088633,Entire home/apt,195,30,61,2017-02-27,2.10,1,288
18139835,Brand New Apartment in the Heart of NOPA!,33456614,Rob,,Haight Ashbury,37.77568326902692,-122.44532259389902,Entire home/apt,275,2,5,2017-12-30,1.25,1,175
6374167,Private Quiet Room,33217272,Joanna,,Haight Ashbury,37.76637208179826,-122.44670137754764,Private room,80,7,25,2018-01-04,0.95,1,166
15028308,Large and luxurious near Haight and Ashbury,33133017,Olga,,Haight Ashbury,37.773985483923035,-122.45330305559892,Entire home/apt,540,2,26,2017-12-25,1.64,1,0
8164773,Haight Studio,43094128,Humaira,,Haight Ashbury,37.77015667883739,-122.44807493052906,Entire home/apt,210,30,15,2017-09-24,0.56,1,333
7901865,Spacious Cole Valley family home,41665252,Hayley,,Haight Ashbury,37.764879126126736,-122.44804515013294,Entire home/apt,475,7,2,2017-06-25,0.12,1,21
5589500,"Top of the World, Rooftop Studio",28566498,Kathy,,Haight Ashbury,37.77131492515371,-122.43976384467642,Entire home/apt,175,3,26,2017-11-10,0.78,1,0
15339049,ZEN HOME - with garage for parking,28407268,Rosellen,,Haight Ashbury,37.77182472776629,-122.43914679993397,Entire home/apt,350,3,25,2017-08-04,1.67,1,87
5960738,Historic Sunny Cole Valley Flat,27513654,Steve,,Haight Ashbury,37.76620171408051,-122.4525132937216,Entire home/apt,480,4,11,2017-12-29,0.34,1,278
6884320,Charming 1-BR Victorian,35673371,Laura,,Haight Ashbury,37.76801579255485,-122.45013797307693,Entire home/apt,160,2,20,2016-08-23,0.64,1,0
6812179,Beautiful Two Story Victorian Condo,35663027,Brian,,Haight Ashbury,37.76978381350102,-122.44489949831343,Entire home/apt,450,2,8,2017-11-25,0.27,1,0
5807320,Charming one bedroom,24883822,Christine,,Haight Ashbury,37.77403330800786,-122.44464776602567,Entire home/apt,160,4,47,2017-10-15,1.42,1,358
4766073,The Red Victorian,24589384,Brittany,,Haight Ashbury,37.76974929385175,-122.45028870762319,Private room,130,1,3,2015-01-01,0.08,1,0
10480018,Cozy and comfortable studio,24464994,Christina,,Haight Ashbury,37.7675543943346,-122.44526617103931,Entire home/apt,143,1,30,2018-01-04,1.26,1,0
14336685,Cozy Cole Valley apartment,24307156,Melanie,,Haight Ashbury,37.76730158717469,-122.45275325501191,Entire home/apt,160,2,16,2017-12-07,1.60,1,0
6289857,Former b&b in the heart of S.F.,23942099,Robert Stern &,,Haight Ashbury,37.760811783410084,-122.44711652292094,Private room,125,2,29,2017-10-26,0.90,5,365
6451098,3 rooms in ex-b&b in the ❤️ of S.F.,23942099,Robert Stern &,,Haight Ashbury,37.7609047888466,-122.44672820461213,Entire home/apt,350,2,9,2017-10-05,0.29,5,354
4623011,Former B&B in the heart of S.F.,23942099,Robert Stern &,,Haight Ashbury,37.762506988138135,-122.44803053331704,Private room,125,2,32,2017-10-16,2.11,5,365
4559901,Artistic Room In A Welcoming Flat,23577607,Scott,,Haight Ashbury,37.76641285958684,-122.45141879337162,Private room,99,7,8,2017-05-27,0.21,1,364
10058568,Central San Francisco luxury,31021771,Ryan,,Haight Ashbury,37.76719265642213,-122.44823796238622,Entire home/apt,215,30,4,2017-02-16,0.19,1,52
16653287,Charming top floor 2 bd room condo in NOPA,30747858,Sid,,Haight Ashbury,37.77176032252143,-122.43780539541726,Entire home/apt,175,3,4,2017-10-21,0.37,1,7
5850735,Cole Valley Dream,30378405,Sofia,,Haight Ashbury,37.76968850248815,-122.44943089661106,Entire home/apt,380,2,11,2017-08-14,0.36,1,0
11891378,UPSCALE CONDO. GREAT LOCATION,29533605,Sidra,,Haight Ashbury,37.77052578338157,-122.43969892724671,Entire home/apt,120,15,1,2017-09-07,0.24,1,0
19587340,"Huge, sunny room in heart of the Haight",28999775,Ashley,,Haight Ashbury,37.771135543124906,-122.45182611350504,Private room,99,3,2,2017-12-26,0.43,1,0
5762374,Private Room and Bath Near GG Park,22687150,Adam,,Haight Ashbury,37.76872761365776,-122.45157316514623,Private room,100,1,101,2017-12-13,3.09,1,84
19673760,Two level Nopa Victorian,21781810,Sam,,Haight Ashbury,37.77603277216332,-122.44388023076219,Entire home/apt,500,4,1,2017-08-14,0.20,1,0
8155106,Ashbury Heights Elegant Flat,20856424,James,,Haight Ashbury,37.76731364904521,-122.44579721856223,Private room,175,1,48,2017-11-09,1.68,1,364
3757966,Cozy Quiet Gorgeous Cole Valley Apt,17088398,Margaret,,Haight Ashbury,37.762234068363625,-122.44966534819278,Entire home/apt,200,30,29,2017-11-09,0.70,1,290
3333870,Cole Valley Smart and Stylish Suite,16831526,Nancy,,Haight Ashbury,37.76350828968894,-122.44584476844338,Private room,150,2,122,2018-01-01,2.82,1,355
2738331,1 bdrm Haight Ashbury apt w/ garden,14011603,Flip,,Haight Ashbury,37.76917574247474,-122.45000367362442,Entire home/apt,119,28,114,2017-12-20,2.70,1,316
3240016,Great Duboce Park Garden Apartment,13973946,Sandra,,Haight Ashbury,37.769472418750276,-122.43770415302525,Entire home/apt,150,30,153,2017-06-16,3.54,2,347
13297150,"Cozy, Comfortable, Clean and Quiet Haight Home",20182948,Eric,,Haight Ashbury,37.767072450791076,-122.44558838646147,Entire home/apt,260,2,3,2016-11-25,0.17,1,0
16073836,Beautiful traditional house in Ashbury Heights,19861970,Dennis,,Haight Ashbury,37.76418564880651,-122.44482686841853,Entire home/apt,700,3,20,2018-01-02,1.65,1,314
8781629,Ashbury Heights Studio with Deck,18069846,Renee,,Haight Ashbury,37.76807541407128,-122.44520558221593,Entire home/apt,150,2,15,2017-05-09,0.56,1,0
3585034,"Cole Valley 2 BR Flat, Center of SF",18060329,Matthew,,Haight Ashbury,37.76110322882,-122.44865029050581,Entire home/apt,200,2,10,2017-09-03,0.24,1,0
3563032,Sunny Victorian on Historic Haight,17939820,Katherine,,Haight Ashbury,37.77092230976212,-122.43742230395648,Private room,145,1,38,2017-09-02,0.90,1,36
2585167,Beautiful flat in SF,13236139,Mike & Shirley,,Haight Ashbury,37.77267633075199,-122.4396098373431,Entire home/apt,200,2,22,2017-10-01,0.53,1,19
10721140,Classic SF apartment - Perfect for Dreamforce,13038945,Sam,,Haight Ashbury,37.77013424411231,-122.4375708794489,Entire home/apt,1178,3,1,2016-10-07,0.07,1,0
10700645,Stunning 3BR 2BA w/ parking & deck,12965916,Israel,,Haight Ashbury,37.769482042445155,-122.44650960034555,Entire home/apt,380,3,37,2017-01-26,1.68,1,0
2559297,Entire 2BR w/pkg centrally-located!,12707660,Rob,,Haight Ashbury,37.77506721737034,-122.44093915081336,Entire home/apt,235,2,26,2017-10-06,0.57,2,359
7666482,Zen Living 2bd/2ba in NOPA,12417372,Paul,,Haight Ashbury,37.77367565661318,-122.4456408746166,Entire home/apt,145,31,4,2015-12-18,0.14,1,0
10999527,Guest room in big house,11150119,Daniel,,Haight Ashbury,37.77156265788922,-122.44595844828967,Private room,212,1,1,2017-01-13,0.08,1,0
14126085,Cute one bedroom in Cole Valley!,10969885,Jane,,Haight Ashbury,37.7665966103103,-122.4510759266049,Entire home/apt,140,2,52,2018-01-02,2.99,1,234
2166428,Sunny 1BR Apt in Haight-Ashbury,10934623,Tisa,,Haight Ashbury,37.76687570466795,-122.44645714286308,Entire home/apt,198,30,138,2017-06-25,2.86,1,63
